,athlete_id,athlete_name,competition_id,comp_name,comp_date,comp_year,type_arrow_avg,arrow_average
0,27738,Prathamesh Samadhan Jawkar,28887,Kamnik 2025 Veronica’s Cup,2025-05-22,2025,qualification,9.86
1,22125,Dhiraj Bommadevara,26294,Shanghai 2025,2025-05-06,2025,qualification,9.4
2,31020,Parth Sushant Salunkhe,26294,Shanghai 2025,2025-05-06,2025,qualification,9.04
3,8734,Deepika Kumari,26294,Shanghai 2025,2025-05-06,2025,qualification,9.1
4,17262,Ankita Bhakat,26294,Shanghai 2025,2025-05-06,2025,qualification,9.06
5,17287,Simranjeet Kaur,26294,Shanghai 2025,2025-05-06,2025,qualification,8.85
6,5354,Abhishek Verma,26294,Shanghai 2025,2025-05-06,2025,qualification,9.92
7,39157,Ojas Pravin Deotale,26294,Shanghai 2025,2025-05-06,2025,qualification,9.82
8,43889,Aditi Gopichand Swami,26294,Shanghai 2025,2025-05-06,2025,qualification,9.71
9,22125,Dhiraj Bommadevara,26293,Central Florida 2025,2025-04-08,2025,qualification,9.25
10,31020,Parth Sushant Salunkhe,26293,Central Florida 2025,2025-04-08,2025,qualification,8.89
11,17262,Ankita Bhakat,26293,Central Florida 2025,2025-04-08,2025,qualification,8.88
12,8734,Deepika Kumari,26293,Central Florida 2025,2025-04-08,2025,qualification,8.86
13,17287,Simranjeet Kaur,26293,Central Florida 2025,2025-04-08,2025,qualification,8.47
14,5354,Abhishek Verma,26293,Central Florida 2025,2025-04-08,2025,qualification,9.68
15,39157,Ojas Pravin Deotale,26293,Central Florida 2025,2025-04-08,2025,qualification,9.65
16,43889,Aditi Gopichand Swami,28444,2024 Asian Youth - Taipei 2024,2024-09-27,2024,qualification,9.49
17,5354,Abhishek Verma,26030,Lac La Biche 2024,2024-09-16,2024,qualification,11.39
18,22125,Dhiraj Bommadevara,23176,Paris 2024 Olympics,2024-07-25,2024,qualification,9.46
19,17262,Ankita Bhakat,23176,Paris 2024 Olympics,2024-07-25,2024,qualification,9.25
20,45025,Bhajan Kaur,23176,Paris 2024 Olympics,2024-07-25,2024,qualification,9.15
21,8734,Deepika Kumari,23176,Paris 2024 Olympics,2024-07-25,2024,qualification,9.14
22,22125,Dhiraj Bommadevara,26292,Antalya 2024,2024-06-18,2024,qualification,9.57
23,45025,Bhajan Kaur,26292,Antalya 2024,2024-06-18,2024,qualification,9.15
24,8734,Deepika Kumari,26292,Antalya 2024,2024-06-18,2024,qualification,9.1
25,17262,Ankita Bhakat,26292,Antalya 2024,2024-06-18,2024,qualification,8.9
26,42056,Priyansh ,26292,Antalya 2024,2024-06-18,2024,qualification,9.86
27,5354,Abhishek Verma,26292,Antalya 2024,2024-06-18,2024,qualification,9.86
28,43889,Aditi Gopichand Swami,26292,Antalya 2024,2024-06-18,2024,qualification,9.71
29,39665,Parneet Kaur,26292,Antalya 2024,2024-06-18,2024,qualification,9.67
30,8734,Deepika Kumari,27538,Final qualifier | #ArcheryinParis,2024-06-14,2024,qualification,9.21
31,45025,Bhajan Kaur,27538,Final qualifier | #ArcheryinParis,2024-06-14,2024,qualification,9.19
32,17262,Ankita Bhakat,27538,Final qualifier | #ArcheryinParis,2024-06-14,2024,qualification,9.07
33,22125,Dhiraj Bommadevara,26291,Yecheon 2024,2024-05-21,2024,qualification,9.42
34,45024,Mrinal Chauhan,26291,Yecheon 2024,2024-05-21,2024,qualification,9.35
35,8734,Deepika Kumari,26291,Yecheon 2024,2024-05-21,2024,qualification,9.4
36,45025,Bhajan Kaur,26291,Yecheon 2024,2024-05-21,2024,qualification,9.07
37,17262,Ankita Bhakat,26291,Yecheon 2024,2024-05-21,2024,qualification,8.97
38,27737,Komalika Bari,26291,Yecheon 2024,2024-05-21,2024,qualification,8.68
39,42056,Priyansh ,26291,Yecheon 2024,2024-05-21,2024,qualification,9.85
40,5354,Abhishek Verma,26291,Yecheon 2024,2024-05-21,2024,qualification,9.81
41,39665,Parneet Kaur,26291,Yecheon 2024,2024-05-21,2024,qualification,9.78
42,43889,Aditi Gopichand Swami,26291,Yecheon 2024,2024-05-21,2024,qualification,9.75
43,22125,Dhiraj Bommadevara,26290,Shanghai 2024,2024-04-23,2024,qualification,9.62
44,45024,Mrinal Chauhan,26290,Shanghai 2024,2024-04-23,2024,qualification,9.04
45,17262,Ankita Bhakat,26290,Shanghai 2024,2024-04-23,2024,qualification,9.22
46,45025,Bhajan Kaur,26290,Shanghai 2024,2024-04-23,2024,qualification,9.12
47,8734,Deepika Kumari,26290,Shanghai 2024,2024-04-23,2024,qualification,9.11
48,27737,Komalika Bari,26290,Shanghai 2024,2024-04-23,2024,qualification,8.83
49,5354,Abhishek Verma,26290,Shanghai 2024,2024-04-23,2024,qualification,9.83
50,42056,Priyansh ,26290,Shanghai 2024,2024-04-23,2024,qualification,9.82
51,43889,Aditi Gopichand Swami,26290,Shanghai 2024,2024-04-23,2024,qualification,9.78
52,39665,Parneet Kaur,26290,Shanghai 2024,2024-04-23,2024,qualification,9.76
53,22125,Dhiraj Bommadevara,27161,Baghdad 2024 Asia Cup,2024-02-20,2024,qualification,9.49
54,31020,Parth Sushant Salunkhe,27161,Baghdad 2024 Asia Cup,2024-02-20,2024,qualification,9.31
55,17287,Simranjeet Kaur,27161,Baghdad 2024 Asia Cup,2024-02-20,2024,qualification,9.14
56,8734,Deepika Kumari,27161,Baghdad 2024 Asia Cup,2024-02-20,2024,qualification,9.12
57,45025,Bhajan Kaur,27161,Baghdad 2024 Asia Cup,2024-02-20,2024,qualification,9.1
58,17262,Ankita Bhakat,27161,Baghdad 2024 Asia Cup,2024-02-20,2024,qualification,9.03
59,27738,Prathamesh Samadhan Jawkar,27161,Baghdad 2024 Asia Cup,2024-02-20,2024,qualification,9.75
60,42056,Priyansh ,27161,Baghdad 2024 Asia Cup,2024-02-20,2024,qualification,9.71
61,43889,Aditi Gopichand Swami,27161,Baghdad 2024 Asia Cup,2024-02-20,2024,qualification,9.79
62,39665,Parneet Kaur,27161,Baghdad 2024 Asia Cup,2024-02-20,2024,qualification,9.6
63,22125,Dhiraj Bommadevara,26628,Asian qualifier | #ArcheryinParis,2023-11-09,2023,qualification,9.4
64,17262,Ankita Bhakat,26628,Asian qualifier | #ArcheryinParis,2023-11-09,2023,qualification,8.97
65,45025,Bhajan Kaur,26628,Asian qualifier | #ArcheryinParis,2023-11-09,2023,qualification,8.86
66,22125,Dhiraj Bommadevara,26629,"Bangkok 2023 Asian - Bangkok, Thailand 2023",2023-11-03,2023,qualification,9.47
67,17262,Ankita Bhakat,26629,"Bangkok 2023 Asian - Bangkok, Thailand 2023",2023-11-03,2023,qualification,9.11
68,45025,Bhajan Kaur,26629,"Bangkok 2023 Asian - Bangkok, Thailand 2023",2023-11-03,2023,qualification,9.01
69,17287,Simranjeet Kaur,26629,"Bangkok 2023 Asian - Bangkok, Thailand 2023",2023-11-03,2023,qualification,8.79
70,42056,Priyansh ,26629,"Bangkok 2023 Asian - Bangkok, Thailand 2023",2023-11-03,2023,qualification,9.86
71,5354,Abhishek Verma,26629,"Bangkok 2023 Asian - Bangkok, Thailand 2023",2023-11-03,2023,qualification,9.83
72,39157,Ojas Pravin Deotale,26629,"Bangkok 2023 Asian - Bangkok, Thailand 2023",2023-11-03,2023,qualification,9.83
73,43889,Aditi Gopichand Swami,26629,"Bangkok 2023 Asian - Bangkok, Thailand 2023",2023-11-03,2023,qualification,9.81
74,39665,Parneet Kaur,26629,"Bangkok 2023 Asian - Bangkok, Thailand 2023",2023-11-03,2023,qualification,9.71
75,22125,Dhiraj Bommadevara,20856,Hangzhou 2022,2023-10-02,2023,qualification,9.38
76,17262,Ankita Bhakat,20856,Hangzhou 2022,2023-10-02,2023,qualification,9.01
77,45025,Bhajan Kaur,20856,Hangzhou 2022,2023-10-02,2023,qualification,8.89
78,39157,Ojas Pravin Deotale,20856,Hangzhou 2022,2023-10-02,2023,qualification,9.85
79,5354,Abhishek Verma,20856,Hangzhou 2022,2023-10-02,2023,qualification,9.83
80,43889,Aditi Gopichand Swami,20856,Hangzhou 2022,2023-10-02,2023,qualification,9.67
81,22125,Dhiraj Bommadevara,25395,Paris 2023,2023-08-15,2023,qualification,9.53
82,45024,Mrinal Chauhan,25395,Paris 2023,2023-08-15,2023,qualification,9.21
83,45025,Bhajan Kaur,25395,Paris 2023,2023-08-15,2023,qualification,9.19
84,17287,Simranjeet Kaur,25395,Paris 2023,2023-08-15,2023,qualification,9.15
85,17262,Ankita Bhakat,25395,Paris 2023,2023-08-15,2023,qualification,9.14
86,39157,Ojas Pravin Deotale,25395,Paris 2023,2023-08-15,2023,qualification,9.9
87,27738,Prathamesh Samadhan Jawkar,25395,Paris 2023,2023-08-15,2023,qualification,9.83
88,5354,Abhishek Verma,25395,Paris 2023,2023-08-15,2023,qualification,9.81
89,43889,Aditi Gopichand Swami,25395,Paris 2023,2023-08-15,2023,qualification,9.83
90,39665,Parneet Kaur,25395,Paris 2023,2023-08-15,2023,qualification,9.65
91,22125,Dhiraj Bommadevara,25462,Berlin 2023,2023-07-31,2023,qualification,9.49
92,45024,Mrinal Chauhan,25462,Berlin 2023,2023-07-31,2023,qualification,8.89
93,17262,Ankita Bhakat,25462,Berlin 2023,2023-07-31,2023,qualification,8.88
94,45025,Bhajan Kaur,25462,Berlin 2023,2023-07-31,2023,qualification,8.71
95,17287,Simranjeet Kaur,25462,Berlin 2023,2023-07-31,2023,qualification,8.68
96,39157,Ojas Pravin Deotale,25462,Berlin 2023,2023-07-31,2023,qualification,9.75
97,27738,Prathamesh Samadhan Jawkar,25462,Berlin 2023,2023-07-31,2023,qualification,9.71
98,5354,Abhishek Verma,25462,Berlin 2023,2023-07-31,2023,qualification,9.62
99,43889,Aditi Gopichand Swami,25462,Berlin 2023,2023-07-31,2023,qualification,9.62
100,39665,Parneet Kaur,25462,Berlin 2023,2023-07-31,2023,qualification,9.46
101,31020,Parth Sushant Salunkhe,24223,Limerick 2023,2023-07-03,2023,qualification,9.33
102,45025,Bhajan Kaur,24223,Limerick 2023,2023-07-03,2023,qualification,8.58
103,42056,Priyansh ,24223,Limerick 2023,2023-07-03,2023,qualification,9.74
104,27738,Prathamesh Samadhan Jawkar,24223,Limerick 2023,2023-07-03,2023,qualification,9.68
105,39665,Parneet Kaur,24223,Limerick 2023,2023-07-03,2023,qualification,9.53
106,43889,Aditi Gopichand Swami,24223,Limerick 2023,2023-07-03,2023,qualification,9.38
107,45024,Mrinal Chauhan,25735,Medellin 2023,2023-06-13,2023,qualification,9.31
108,22125,Dhiraj Bommadevara,25735,Medellin 2023,2023-06-13,2023,qualification,9.29
109,45025,Bhajan Kaur,25735,Medellin 2023,2023-06-13,2023,qualification,9.28
110,17262,Ankita Bhakat,25735,Medellin 2023,2023-06-13,2023,qualification,8.83
111,5354,Abhishek Verma,25735,Medellin 2023,2023-06-13,2023,qualification,9.82
112,39157,Ojas Pravin Deotale,25735,Medellin 2023,2023-06-13,2023,qualification,9.76
113,27738,Prathamesh Samadhan Jawkar,25735,Medellin 2023,2023-06-13,2023,qualification,9.75
114,43889,Aditi Gopichand Swami,25735,Medellin 2023,2023-06-13,2023,qualification,9.88
115,39665,Parneet Kaur,25735,Medellin 2023,2023-06-13,2023,qualification,9.72
116,31020,Parth Sushant Salunkhe,25418,Singapore 2023 Asia Cup,2023-06-05,2023,qualification,9.33
117,42056,Priyansh ,25418,Singapore 2023 Asia Cup,2023-06-05,2023,qualification,9.86
118,22125,Dhiraj Bommadevara,26055,Shanghai 2023,2023-05-16,2023,qualification,9.11
119,17287,Simranjeet Kaur,26055,Shanghai 2023,2023-05-16,2023,qualification,9.0
120,45025,Bhajan Kaur,26055,Shanghai 2023,2023-05-16,2023,qualification,8.86
121,17262,Ankita Bhakat,26055,Shanghai 2023,2023-05-16,2023,qualification,8.75
122,39157,Ojas Pravin Deotale,26055,Shanghai 2023,2023-05-16,2023,qualification,9.67
123,27738,Prathamesh Samadhan Jawkar,26055,Shanghai 2023,2023-05-16,2023,qualification,9.58
124,43889,Aditi Gopichand Swami,26055,Shanghai 2023,2023-05-16,2023,qualification,9.57
125,45024,Mrinal Chauhan,26183,Tashkent 2023 Asia Cup,2023-04-29,2023,qualification,9.35
126,5354,Abhishek Verma,26183,Tashkent 2023 Asia Cup,2023-04-29,2023,qualification,9.88
127,39665,Parneet Kaur,26183,Tashkent 2023 Asia Cup,2023-04-29,2023,qualification,9.68
128,22125,Dhiraj Bommadevara,25394,Antalya 2023,2023-04-18,2023,qualification,9.24
129,45025,Bhajan Kaur,25394,Antalya 2023,2023-04-18,2023,qualification,9.0
130,17287,Simranjeet Kaur,25394,Antalya 2023,2023-04-18,2023,qualification,8.94
131,17262,Ankita Bhakat,25394,Antalya 2023,2023-04-18,2023,qualification,8.92
132,39157,Ojas Pravin Deotale,25394,Antalya 2023,2023-04-18,2023,qualification,9.85
133,27738,Prathamesh Samadhan Jawkar,25394,Antalya 2023,2023-04-18,2023,qualification,9.81
134,43889,Aditi Gopichand Swami,25394,Antalya 2023,2023-04-18,2023,qualification,9.72
135,31020,Parth Sushant Salunkhe,25611,Taoyuan 2023 Asia Cup,2023-03-14,2023,qualification,9.19
136,42056,Priyansh ,25611,Taoyuan 2023 Asia Cup,2023-03-14,2023,qualification,9.67
137,39665,Parneet Kaur,25611,Taoyuan 2023 Asia Cup,2023-03-14,2023,qualification,9.56
138,31020,Parth Sushant Salunkhe,25501,Sharjah 2022 Asia Cup,2022-12-20,2022,qualification,9.4
139,45024,Mrinal Chauhan,25501,Sharjah 2022 Asia Cup,2022-12-20,2022,qualification,9.12
140,39157,Ojas Pravin Deotale,25501,Sharjah 2022 Asia Cup,2022-12-20,2022,qualification,9.62
141,42056,Priyansh ,25501,Sharjah 2022 Asia Cup,2022-12-20,2022,qualification,9.54
142,43889,Aditi Gopichand Swami,25501,Sharjah 2022 Asia Cup,2022-12-20,2022,qualification,9.58
143,39665,Parneet Kaur,25501,Sharjah 2022 Asia Cup,2022-12-20,2022,qualification,9.44
144,27737,Komalika Bari,24210,Medellin 2022,2022-07-18,2022,qualification,8.92
145,42056,Priyansh ,24210,Medellin 2022,2022-07-18,2022,qualification,9.78
146,5354,Abhishek Verma,20555,Birmingham 2022 World Games,2022-07-07,2022,qualification,9.82
147,17262,Ankita Bhakat,24209,Paris 2022,2022-06-21,2022,qualification,8.94
148,8734,Deepika Kumari,24209,Paris 2022,2022-06-21,2022,qualification,8.86
149,17287,Simranjeet Kaur,24209,Paris 2022,2022-06-21,2022,qualification,8.86
150,5354,Abhishek Verma,24209,Paris 2022,2022-06-21,2022,qualification,9.88
151,27737,Komalika Bari,24208,Gwangju 2022,2022-05-16,2022,qualification,8.62
152,17262,Ankita Bhakat,24208,Gwangju 2022,2022-05-16,2022,qualification,8.42
153,17287,Simranjeet Kaur,24208,Gwangju 2022,2022-05-16,2022,qualification,8.17
154,5354,Abhishek Verma,24208,Gwangju 2022,2022-05-16,2022,qualification,9.85
155,31020,Parth Sushant Salunkhe,24666,Sulaymaniyah 2022 Asia Cup,2022-05-06,2022,qualification,9.19
156,45024,Mrinal Chauhan,24666,Sulaymaniyah 2022 Asia Cup,2022-05-06,2022,qualification,9.01
157,45025,Bhajan Kaur,24666,Sulaymaniyah 2022 Asia Cup,2022-05-06,2022,qualification,8.67
158,27738,Prathamesh Samadhan Jawkar,24666,Sulaymaniyah 2022 Asia Cup,2022-05-06,2022,qualification,9.62
159,39665,Parneet Kaur,24666,Sulaymaniyah 2022 Asia Cup,2022-05-06,2022,qualification,9.58
160,43889,Aditi Gopichand Swami,24666,Sulaymaniyah 2022 Asia Cup,2022-05-06,2022,qualification,9.47
161,17262,Ankita Bhakat,24207,Antalya 2022,2022-04-18,2022,qualification,8.92
162,17287,Simranjeet Kaur,24207,Antalya 2022,2022-04-18,2022,qualification,8.76
163,27737,Komalika Bari,24207,Antalya 2022,2022-04-18,2022,qualification,8.71
164,5354,Abhishek Verma,24207,Antalya 2022,2022-04-18,2022,qualification,9.64
165,31020,Parth Sushant Salunkhe,24684,Phuket 2022,2022-03-14,2022,qualification,9.19
166,22125,Dhiraj Bommadevara,24684,Phuket 2022,2022-03-14,2022,qualification,9.11
167,42056,Priyansh ,24684,Phuket 2022,2022-03-14,2022,qualification,9.64
168,27738,Prathamesh Samadhan Jawkar,24684,Phuket 2022,2022-03-14,2022,qualification,9.61
169,43889,Aditi Gopichand Swami,24684,Phuket 2022,2022-03-14,2022,qualification,9.47
170,39665,Parneet Kaur,24684,Phuket 2022,2022-03-14,2022,qualification,9.35
171,31020,Parth Sushant Salunkhe,23746,2021 Asian Championships,2021-11-13,2021,qualification,9.31
172,17262,Ankita Bhakat,23746,2021 Asian Championships,2021-11-13,2021,qualification,9.12
173,27737,Komalika Bari,23746,2021 Asian Championships,2021-11-13,2021,qualification,8.94
174,5354,Abhishek Verma,23746,2021 Asian Championships,2021-11-13,2021,qualification,9.82
175,39665,Parneet Kaur,23746,2021 Asian Championships,2021-11-13,2021,qualification,9.72
176,31020,Parth Sushant Salunkhe,22722,Yankton 2021,2021-09-19,2021,qualification,8.83
177,17262,Ankita Bhakat,22722,Yankton 2021,2021-09-19,2021,qualification,8.65
178,27737,Komalika Bari,22722,Yankton 2021,2021-09-19,2021,qualification,8.53
179,5354,Abhishek Verma,22722,Yankton 2021,2021-09-19,2021,qualification,9.65
180,31020,Parth Sushant Salunkhe,22723,Wroclaw 2021,2021-08-09,2021,qualification,9.21
181,22125,Dhiraj Bommadevara,22723,Wroclaw 2021,2021-08-09,2021,qualification,9.08
182,27737,Komalika Bari,22723,Wroclaw 2021,2021-08-09,2021,qualification,9.11
183,27738,Prathamesh Samadhan Jawkar,22723,Wroclaw 2021,2021-08-09,2021,qualification,9.58
184,42056,Priyansh ,22723,Wroclaw 2021,2021-08-09,2021,qualification,9.49
185,39665,Parneet Kaur,22723,Wroclaw 2021,2021-08-09,2021,qualification,9.57
186,8734,Deepika Kumari,14904,Tokyo 2020 Olympics,2021-07-23,2021,qualification,9.21
187,22125,Dhiraj Bommadevara,22720,Paris 2021,2021-06-21,2021,qualification,9.1
188,8734,Deepika Kumari,22720,Paris 2021,2021-06-21,2021,qualification,9.36
189,17262,Ankita Bhakat,22720,Paris 2021,2021-06-21,2021,qualification,9.22
190,27737,Komalika Bari,22720,Paris 2021,2021-06-21,2021,qualification,9.0
191,5354,Abhishek Verma,22720,Paris 2021,2021-06-21,2021,qualification,9.81
192,22125,Dhiraj Bommadevara,22718,Guatemala City 2021,2021-04-19,2021,qualification,9.22
193,17262,Ankita Bhakat,22718,Guatemala City 2021,2021-04-19,2021,qualification,9.35
194,8734,Deepika Kumari,22718,Guatemala City 2021,2021-04-19,2021,qualification,9.32
195,27737,Komalika Bari,22718,Guatemala City 2021,2021-04-19,2021,qualification,9.15
196,8734,Deepika Kumari,21967,Asian CQT for Tokyo 2020,2019-11-28,2019,qualification,9.1
197,17262,Ankita Bhakat,21967,Asian CQT for Tokyo 2020,2019-11-28,2019,qualification,8.79
198,8734,Deepika Kumari,21190,Bangkok 2019 Asian Archery Championships,2019-11-22,2019,qualification,9.1
199,17262,Ankita Bhakat,21190,Bangkok 2019 Asian Archery Championships,2019-11-22,2019,qualification,8.79
200,5354,Abhishek Verma,21190,Bangkok 2019 Asian Archery Championships,2019-11-22,2019,qualification,9.79
201,31020,Parth Sushant Salunkhe,19874,Madrid 2019,2019-08-19,2019,qualification,9.17
202,27737,Komalika Bari,19874,Madrid 2019,2019-08-19,2019,qualification,9.03
203,27738,Prathamesh Samadhan Jawkar,19874,Madrid 2019,2019-08-19,2019,qualification,9.22
204,5354,Abhishek Verma,26147,Hermosillo 2023,,,qualification,
205,8734,Deepika Kumari,27828,Tlaxcala 2024,,,qualification,
206,22125,Dhiraj Bommadevara,26147,Hermosillo 2023,,,qualification,
207,22125,Dhiraj Bommadevara,27828,Tlaxcala 2024,,,qualification,
208,27738,Prathamesh Samadhan Jawkar,26147,Hermosillo 2023,,,qualification,
209,42056,Priyansh ,27828,Tlaxcala 2024,,,qualification,
210,43889,Aditi Gopichand Swami,26147,Hermosillo 2023,,,qualification,
211,27738,Prathamesh Samadhan Jawkar,28887,Kamnik 2025 Veronica’s Cup,2025-05-22,2025,elimination,9.814
212,22125,Dhiraj Bommadevara,26294,Shanghai 2025,2025-05-06,2025,elimination,9.47
213,31020,Parth Sushant Salunkhe,26294,Shanghai 2025,2025-05-06,2025,elimination,9.285
214,8734,Deepika Kumari,26294,Shanghai 2025,2025-05-06,2025,elimination,9.318333333333333
215,17262,Ankita Bhakat,26294,Shanghai 2025,2025-05-06,2025,elimination,9.06
216,17287,Simranjeet Kaur,26294,Shanghai 2025,2025-05-06,2025,elimination,8.67
217,5354,Abhishek Verma,26294,Shanghai 2025,2025-05-06,2025,elimination,9.53
218,39157,Ojas Pravin Deotale,26294,Shanghai 2025,2025-05-06,2025,elimination,9.53
219,43889,Aditi Gopichand Swami,26294,Shanghai 2025,2025-05-06,2025,elimination,8.6
220,22125,Dhiraj Bommadevara,26293,Central Florida 2025,2025-04-08,2025,elimination,9.443333333333333
221,31020,Parth Sushant Salunkhe,26293,Central Florida 2025,2025-04-08,2025,elimination,8.67
222,17262,Ankita Bhakat,26293,Central Florida 2025,2025-04-08,2025,elimination,9.0
223,8734,Deepika Kumari,26293,Central Florida 2025,2025-04-08,2025,elimination,8.7425
224,17287,Simranjeet Kaur,26293,Central Florida 2025,2025-04-08,2025,elimination,8.67
225,5354,Abhishek Verma,26293,Central Florida 2025,2025-04-08,2025,elimination,9.72
226,39157,Ojas Pravin Deotale,26293,Central Florida 2025,2025-04-08,2025,elimination,9.765
227,43889,Aditi Gopichand Swami,28444,2024 Asian Youth - Taipei 2024,2024-09-27,2024,elimination,9.6
228,5354,Abhishek Verma,26030,Lac La Biche 2024,2024-09-16,2024,elimination,5.75
229,22125,Dhiraj Bommadevara,23176,Paris 2024 Olympics,2024-07-25,2024,elimination,9.59
230,17262,Ankita Bhakat,23176,Paris 2024 Olympics,2024-07-25,2024,elimination,9.13
231,45025,Bhajan Kaur,23176,Paris 2024 Olympics,2024-07-25,2024,elimination,9.236666666666666
232,8734,Deepika Kumari,23176,Paris 2024 Olympics,2024-07-25,2024,elimination,9.0375
233,22125,Dhiraj Bommadevara,26292,Antalya 2024,2024-06-18,2024,elimination,9.62
234,45025,Bhajan Kaur,26292,Antalya 2024,2024-06-18,2024,elimination,8.885
235,8734,Deepika Kumari,26292,Antalya 2024,2024-06-18,2024,elimination,9.366666666666667
236,17262,Ankita Bhakat,26292,Antalya 2024,2024-06-18,2024,elimination,9.108333333333333
237,42056,Priyansh ,26292,Antalya 2024,2024-06-18,2024,elimination,9.931666666666667
238,5354,Abhishek Verma,26292,Antalya 2024,2024-06-18,2024,elimination,9.753333333333334
239,43889,Aditi Gopichand Swami,26292,Antalya 2024,2024-06-18,2024,elimination,9.33
240,39665,Parneet Kaur,26292,Antalya 2024,2024-06-18,2024,elimination,9.6
241,8734,Deepika Kumari,27538,Final qualifier | #ArcheryinParis,2024-06-14,2024,elimination,8.6
242,45025,Bhajan Kaur,27538,Final qualifier | #ArcheryinParis,2024-06-14,2024,elimination,9.318000000000001
243,17262,Ankita Bhakat,27538,Final qualifier | #ArcheryinParis,2024-06-14,2024,elimination,8.959999999999999
244,22125,Dhiraj Bommadevara,26291,Yecheon 2024,2024-05-21,2024,elimination,9.5
245,45024,Mrinal Chauhan,26291,Yecheon 2024,2024-05-21,2024,elimination,9.47
246,8734,Deepika Kumari,26291,Yecheon 2024,2024-05-21,2024,elimination,9.173333333333334
247,45025,Bhajan Kaur,26291,Yecheon 2024,2024-05-21,2024,elimination,9.2
248,17262,Ankita Bhakat,26291,Yecheon 2024,2024-05-21,2024,elimination,9.190000000000001
249,27737,Komalika Bari,26291,Yecheon 2024,2024-05-21,2024,elimination,
250,42056,Priyansh ,26291,Yecheon 2024,2024-05-21,2024,elimination,9.89
251,5354,Abhishek Verma,26291,Yecheon 2024,2024-05-21,2024,elimination,9.57
252,39665,Parneet Kaur,26291,Yecheon 2024,2024-05-21,2024,elimination,9.623333333333333
253,43889,Aditi Gopichand Swami,26291,Yecheon 2024,2024-05-21,2024,elimination,9.47
254,22125,Dhiraj Bommadevara,26290,Shanghai 2024,2024-04-23,2024,elimination,9.466666666666667
255,45024,Mrinal Chauhan,26290,Shanghai 2024,2024-04-23,2024,elimination,
256,17262,Ankita Bhakat,26290,Shanghai 2024,2024-04-23,2024,elimination,8.47
257,45025,Bhajan Kaur,26290,Shanghai 2024,2024-04-23,2024,elimination,8.22
258,8734,Deepika Kumari,26290,Shanghai 2024,2024-04-23,2024,elimination,9.385
259,27737,Komalika Bari,26290,Shanghai 2024,2024-04-23,2024,elimination,8.67
260,5354,Abhishek Verma,26290,Shanghai 2024,2024-04-23,2024,elimination,9.8
261,42056,Priyansh ,26290,Shanghai 2024,2024-04-23,2024,elimination,9.8
262,43889,Aditi Gopichand Swami,26290,Shanghai 2024,2024-04-23,2024,elimination,9.643333333333333
263,39665,Parneet Kaur,26290,Shanghai 2024,2024-04-23,2024,elimination,9.77
264,22125,Dhiraj Bommadevara,27161,Baghdad 2024 Asia Cup,2024-02-20,2024,elimination,9.478
265,31020,Parth Sushant Salunkhe,27161,Baghdad 2024 Asia Cup,2024-02-20,2024,elimination,9.293333333333335
266,17287,Simranjeet Kaur,27161,Baghdad 2024 Asia Cup,2024-02-20,2024,elimination,8.955
267,8734,Deepika Kumari,27161,Baghdad 2024 Asia Cup,2024-02-20,2024,elimination,9.25
268,45025,Bhajan Kaur,27161,Baghdad 2024 Asia Cup,2024-02-20,2024,elimination,8.58
269,17262,Ankita Bhakat,27161,Baghdad 2024 Asia Cup,2024-02-20,2024,elimination,9.23
270,27738,Prathamesh Samadhan Jawkar,27161,Baghdad 2024 Asia Cup,2024-02-20,2024,elimination,9.865
271,42056,Priyansh ,27161,Baghdad 2024 Asia Cup,2024-02-20,2024,elimination,9.83
272,43889,Aditi Gopichand Swami,27161,Baghdad 2024 Asia Cup,2024-02-20,2024,elimination,9.817499999999999
273,39665,Parneet Kaur,27161,Baghdad 2024 Asia Cup,2024-02-20,2024,elimination,9.6
274,22125,Dhiraj Bommadevara,26628,Asian qualifier | #ArcheryinParis,2023-11-09,2023,elimination,9.053999999999998
275,17262,Ankita Bhakat,26628,Asian qualifier | #ArcheryinParis,2023-11-09,2023,elimination,7.896666666666666
276,45025,Bhajan Kaur,26628,Asian qualifier | #ArcheryinParis,2023-11-09,2023,elimination,5.75
277,22125,Dhiraj Bommadevara,26629,"Bangkok 2023 Asian - Bangkok, Thailand 2023",2023-11-03,2023,elimination,9.313333333333333
278,17262,Ankita Bhakat,26629,"Bangkok 2023 Asian - Bangkok, Thailand 2023",2023-11-03,2023,elimination,8.725
279,45025,Bhajan Kaur,26629,"Bangkok 2023 Asian - Bangkok, Thailand 2023",2023-11-03,2023,elimination,8.91
280,17287,Simranjeet Kaur,26629,"Bangkok 2023 Asian - Bangkok, Thailand 2023",2023-11-03,2023,elimination,8.6
281,42056,Priyansh ,26629,"Bangkok 2023 Asian - Bangkok, Thailand 2023",2023-11-03,2023,elimination,9.823333333333332
282,5354,Abhishek Verma,26629,"Bangkok 2023 Asian - Bangkok, Thailand 2023",2023-11-03,2023,elimination,9.76
283,39157,Ojas Pravin Deotale,26629,"Bangkok 2023 Asian - Bangkok, Thailand 2023",2023-11-03,2023,elimination,9.8
284,43889,Aditi Gopichand Swami,26629,"Bangkok 2023 Asian - Bangkok, Thailand 2023",2023-11-03,2023,elimination,9.6
285,39665,Parneet Kaur,26629,"Bangkok 2023 Asian - Bangkok, Thailand 2023",2023-11-03,2023,elimination,9.666
